pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_bmassprov,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_density,pl_name,planet_type,discovery_mission,discoveries_by_mission,planets_in_system,pl_orbper_norm,pl_orbsmax_norm,pl_orbeccen_norm,pl_bmassj_norm,pl_radj_norm,pl_density_norm,st_dist_norm,st_optmag_norm,st_teff_norm,st_mass_norm,st_rad_norm,pl_discmethod_cod,pl_letter_cod,pl_bmassprov_cod,st_optband_cod
HD 158038,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,261.439301,27.303341,114.15,7.81025,V (Johnson),4897.0,1.4500000000000002,1.73,,HD 158038 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.08397928904499485,0.0,0.2885914332784185,1.0,1.0,7,0,2,1
HD 159243,b,Radial Velocity,2,12.62,0.11,0.1065,1.0150000000000001,Msini,0.203,0,0,0,263.339783,5.700733,68.59,8.646,V (Johnson),6123.0,1.12,1.12,,HD 159243 b,,Otra misión/Terrestre,914,2,0.12516554173413988,0.41391572732152426,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.049491309877066555,0.0725603403368641,0.6925453047775949,0.65625,0.576388888888889,7,0,2,1
HD 159243,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,263.339783,5.700733,68.59,8.646,V (Johnson),6123.0,1.12,1.12,,HD 159243 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.049491309877066555,0.0725603403368641,0.6925453047775949,0.65625,0.576388888888889,7,1,2,1
HD 159868,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,264.748016,-43.145515,52.72,7.81025,V (Johnson),5558.0,1.09,0.98,,HD 159868 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0374780475988615,0.0,0.5063838550247117,0.625,0.47916666666666663,7,0,2,1
HD 159868,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,264.748016,-43.145515,52.72,7.81025,V (Johnson),5558.0,1.09,0.98,,HD 159868 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0374780475988615,0.0,0.5063838550247117,0.625,0.47916666666666663,7,1,2,1
HD 1605,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,5.13133,30.974804,84.6,7.81025,V (Johnson),4757.0,1.31,1.73,,HD 1605 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.061610549264216066,0.0,0.2424629324546952,0.8541666666666665,1.0,7,0,2,1
HD 1605,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,5.13133,30.974804,84.6,7.81025,V (Johnson),4757.0,1.31,1.73,,HD 1605 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.061610549264216066,0.0,0.2424629324546952,0.8541666666666665,1.0,7,1,2,1
HD 160691,b,Radial Velocity,4,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,266.036255,-51.834053,15.28,7.81025,V (Johnson),5807.0,1.08,0.98,,HD 160691 b,,Otra misión/Terrestre,914,4,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009136740749712349,0.0,0.5884266886326195,0.6145833333333335,0.47916666666666663,7,0,2,1
HD 160691,c,Radial Velocity,4,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,266.036255,-51.834053,15.28,7.81025,V (Johnson),5807.0,1.08,0.98,,HD 160691 c,,Otra misión/Terrestre,914,4,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009136740749712349,0.0,0.5884266886326195,0.6145833333333335,0.47916666666666663,7,1,2,1
HD 160691,d,Radial Velocity,4,9.6386,0.09094,0.1065,1.0150000000000001,Msini,0.203,0,0,0,266.036255,-51.834053,15.28,7.81025,V (Johnson),5807.0,1.08,0.98,,HD 160691 d,,Otra misión/Terrestre,914,4,0.09538185601621886,0.31160762211486837,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009136740749712349,0.0,0.5884266886326195,0.6145833333333335,0.47916666666666663,7,2,2,1
HD 160691,e,Radial Velocity,4,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,266.036255,-51.834053,15.28,7.81025,V (Johnson),5807.0,1.08,0.98,,HD 160691 e,,Otra misión/Terrestre,914,4,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009136740749712349,0.0,0.5884266886326195,0.6145833333333335,0.47916666666666663,7,3,2,1
HD 16141,b,Radial Velocity,1,75.523,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,38.833035,-3.560602,35.91,7.81025,V (Johnson),5794.0,1.12,0.98,,HD 16141 b,,Otra misión/Terrestre,914,1,0.7535559565440901,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.02475322473202931,0.0,0.5841433278418451,0.65625,0.47916666666666663,7,0,2,1
HD 16175,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,39.257961,42.062634,59.84,7.81025,V (Johnson),6022.0,1.34,0.98,,HD 16175 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.042867740568037306,0.0,0.6592668863261943,0.8854166666666665,0.47916666666666663,7,0,2,1
HD 162020,b,Radial Velocity,1,8.428198,0.074,0.1065,1.0150000000000001,Msini,0.203,0,0,0,267.659821,-40.318348,31.26,9.1,V (Johnson),4830.0,0.75,0.98,,HD 162020 b,,Otra misión/Terrestre,914,1,0.08329014314295695,0.2206790123456789,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.02123327075637377,0.11197690571279728,0.26651565074135086,0.2708333333333335,0.47916666666666663,7,0,2,1
HD 163607,b,Radial Velocity,2,75.29,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,268.418732,56.391956,69.44,7.979,V (Johnson),5543.0,1.09,1.63,,HD 163607 b,,Otra misión/Terrestre,914,2,0.751228325641737,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.050134742324229396,0.01465098107310292,0.5014415156507412,0.625,0.9305555555555556,7,0,2,1
HD 163607,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,268.418732,56.391956,69.44,7.979,V (Johnson),5543.0,1.09,1.63,,HD 163607 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.050134742324229396,0.01465098107310292,0.5014415156507412,0.625,0.9305555555555556,7,1,2,1
HD 16417,b,Radial Velocity,1,17.24,0.14,0.1065,1.0150000000000001,Msini,0.203,0,0,0,39.244198,-34.577976,25.54,7.81025,V (Johnson),5626.0,1.2,0.98,,HD 16417 b,,Otra misión/Terrestre,914,1,0.17131856649324467,0.5749463231347288,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.016903348876642646,0.0,0.5287891268533773,0.7395833333333333,0.47916666666666663,7,0,2,1
HD 164509,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,270.380127,0.104556,51.81,8.103,V (Johnson),5922.0,1.13,1.06,,HD 164509 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.036789196390722465,0.025416739017190437,0.6263179571663922,0.6666666666666665,0.5347222222222223,7,0,2,1
HD 164595,b,Radial Velocity,1,40.0,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,270.162048,29.571922,28.93,7.81025,V (Johnson),5790.0,0.99,0.98,,HD 164595 b,,Otra misión/Terrestre,914,1,0.39868714734112903,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.01946950887179798,0.0,0.5828253706754529,0.5208333333333333,0.47916666666666663,7,0,2,1
HD 164604,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,270.7789,-28.560644,37.98,9.827,V (Johnson),5626.0,0.97,0.98,,HD 164604 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.02632017198570823,0.17509550269143948,0.5287891268533773,0.5,0.47916666666666663,7,0,2,1
HD 164922,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,270.628601,26.313002,21.92,7.81025,V (Johnson),5385.0,0.94,0.98,,HD 164922 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.014163083631078547,0.0,0.44938220757825365,0.46875,0.47916666666666663,7,0,2,1
HD 1666,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,5.218085,-19.931225,110.62,8.17,V (Johnson),6317.0,1.4500000000000002,1.73,,HD 1666 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.08130715194089506,0.031233721132140957,0.7564662273476113,1.0,1.0,7,0,2,1
HD 166724,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,273.498657,-42.575375,42.99,9.344,V (Johnson),5127.0,0.81,0.98,,HD 166724 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.030112638527220983,0.13316113908664684,0.36437397034596364,0.3333333333333335,0.47916666666666663,7,0,2,1
HD 167042,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,272.631836,54.286552,50.0,7.81025,V (Johnson),4943.0,1.4500000000000002,1.73,,HD 167042 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03541906376794041,0.0,0.30374794069192745,1.0,1.0,7,0,2,1
HD 168443,b,Radial Velocity,2,58.11247,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,275.016388,-9.595722,37.88,7.81025,V (Johnson),5491.0,0.99,1.51,,HD 168443 b,,Otra misión/Terrestre,914,2,0.5796276833494717,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0262444740507479,0.0,0.48430807248764407,0.5208333333333333,0.8472222222222223,7,0,2,1
HD 168443,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,275.016388,-9.595722,37.88,7.81025,V (Johnson),5491.0,0.99,1.51,,HD 168443 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0262444740507479,0.0,0.48430807248764407,0.5208333333333333,0.8472222222222223,7,1,2,1
HD 168746,b,Radial Velocity,1,6.404,0.0659,0.1065,1.0150000000000001,Msini,0.203,0,0,0,275.457428,-11.922684,43.12,7.946,V (Johnson),5564.0,0.93,0.98,,HD 168746 b,,Otra misión/Terrestre,914,1,0.06306874478552613,0.17720075147611378,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.030211045842669416,0.01178590032991833,0.5083607907742997,0.45833333333333337,0.47916666666666663,7,0,2,1
HD 1690,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,5.305497,-8.281169,7.01,9.17,V (Johnson),4393.0,1.09,1.73,,HD 1690 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0028765215284927027,0.11805434971349182,0.12252883031301476,0.625,1.0,7,0,2,1
HD 169830,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,276.956177,-29.816866,36.32,7.81025,V (Johnson),6299.0,1.4,0.98,,HD 169830 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.025063586265366682,0.0,0.7505354200988468,0.9479166666666665,0.47916666666666663,7,0,2,1
HD 169830,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,276.956177,-29.816866,36.32,7.81025,V (Johnson),6299.0,1.4,0.98,,HD 169830 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.025063586265366682,0.0,0.7505354200988468,0.9479166666666665,0.47916666666666663,7,1,2,1
HD 170469,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,277.295746,11.695502,64.98,8.21,V (Johnson),5810.0,1.14,1.22,,HD 170469 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.04675861442499849,0.034706546275395045,0.5894151565074135,0.6770833333333333,0.6458333333333334,7,0,2,1
HD 17092,b,Radial Velocity,1,100.19248779,0.122,0.1065,1.0150000000000001,Msini,0.203,0,0,0,41.592117,49.653076,511.5,13.971,Kepler-band,4650.0,1.4500000000000002,0.98,,HD 17092 b,,Otra misión/Terrestre,914,1,1.0,0.47832796564680613,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.3847650336098831,0.5348801875325576,0.20720757825370684,1.0,0.47916666666666663,7,0,2,0
HD 171028,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,278.064527,6.945743,90.0,8.31,V (Johnson),5663.0,0.99,1.73,,HD 171028 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.06569823775207413,0.043388609133530154,0.540980230642504,0.5208333333333333,1.0,7,0,2,1
HD 171238,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,278.681976,-28.072313,44.05,8.66,V (Johnson),5467.0,0.94,0.98,,HD 171238 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.030915036637800524,0.07377582913700298,0.47640032948929156,0.46875,0.47916666666666663,7,0,2,1
HD 17156,b,Radial Velocity,1,21.21663,0.1614,0.1065,1.0150000000000001,Mass,0.41800000000000004,0,0,0,42.435364,71.753235,75.0,8.172,V (Johnson),6100.0,1.24,1.44,3.034277917241483,HD 17156 b,Rocoso/Compacto,Otra misión/Terrestre,914,1,0.2110444329105172,0.6898148148148145,0.0,0.0,1.0000000000000002,0.0,0.05434354750802398,0.03140736238930375,0.6849670510708401,0.78125,0.798611111111111,7,0,0,1
HD 173416,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,280.900452,36.556606,134.95,7.81025,V (Johnson),4683.0,1.4500000000000002,1.73,,HD 173416 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.09972445951674438,0.0,0.2180807248764416,1.0,1.0,7,0,2,1
HD 175167,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,285.003479,-69.944244,67.02,8.0,V (Johnson),5626.0,0.97,0.98,,HD 175167 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0483028522981893,0.016474214273311305,0.5287891268533773,0.5,0.47916666666666663,7,0,2,1
HD 175541,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,283.920349,4.265325,127.55,8.03,V (Johnson),5060.0,1.4500000000000002,1.73,,HD 175541 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.09412281232967964,0.01907883313075176,0.3422981878088962,1.0,1.0,7,0,2,1
HD 175607,b,Radial Velocity,1,29.01,0.122,0.1065,1.0150000000000001,Msini,0.203,0,0,0,285.272858,-66.19268,45.27,8.61,V (Johnson),5392.0,0.71,0.7,,HD 175607 b,,Otra misión/Terrestre,914,1,0.28889889147477366,0.47832796564680613,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.031838551444316604,0.06943479770793537,0.4516886326194398,0.22916666666666674,0.2847222222222222,7,0,2,1
HD 177830,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,286.336548,25.92066,59.03,7.81025,V (Johnson),4949.0,1.4500000000000002,1.73,,HD 177830 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0422545872948586,0.0,0.3057248764415157,1.0,1.0,7,0,2,1
HD 177830,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,286.336548,25.92066,59.03,7.81025,V (Johnson),4949.0,1.4500000000000002,1.73,,HD 177830 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0422545872948586,0.0,0.3057248764415157,1.0,1.0,7,1,2,1
HD 178911 B,b,Radial Velocity,1,71.484,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,287.262939,34.59985,47.0,7.81025,V (Johnson),5668.0,1.01,0.98,,HD 178911 B b,,Otra misión/Terrestre,914,1,0.7132070242925697,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03314812571913038,0.0,0.5426276771004943,0.5416666666666667,0.47916666666666663,7,0,2,1
HD 179079,b,Radial Velocity,1,14.476,0.1216,0.1065,1.0150000000000001,Msini,0.203,0,0,0,287.790955,-2.638385,63.69,7.95,V (Johnson),5684.0,1.15,1.6,,HD 179079 b,,Otra misión/Terrestre,914,1,0.14370667029537335,0.4761808910359634,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.04578211106401017,0.012133182844243806,0.5478995057660625,0.6874999999999998,0.9097222222222223,7,0,2,1
HD 179949,b,Radial Velocity,1,3.092514,0.0443,0.1065,1.0150000000000001,Msini,0.203,0,0,0,288.888458,-24.179352,27.05,7.81025,V (Johnson),6168.0,1.21,0.98,,HD 179949 b,,Otra misión/Terrestre,914,1,0.029987555316385653,0.061258722490606515,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.018046387694543697,0.0,0.7073723228995059,0.7499999999999998,0.47916666666666663,7,0,2,1
HD 180314,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,288.709198,31.86035,131.75,7.81025,V (Johnson),4917.0,1.4500000000000002,1.73,,HD 180314 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0973021255980137,0.0,0.29518121911037887,1.0,1.0,7,0,2,1
HD 180902,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,289.823792,-23.558155,114.55,7.81025,V (Johnson),5030.0,1.4500000000000002,1.73,,HD 180902 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.08428208078483619,0.0,0.33241350906095546,1.0,1.0,7,0,2,1
HD 181342,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,290.267639,-23.619572,110.62,7.81025,V (Johnson),5040.0,1.4500000000000002,1.73,,HD 181342 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.08130715194089506,0.0,0.33570840197693563,1.0,1.0,7,0,2,1
HD 181433,b,Radial Velocity,3,9.3743,0.08,0.1065,1.0150000000000001,Msini,0.203,0,0,0,291.289856,-66.468796,26.15,8.4,V (Johnson),4962.0,0.78,0.98,,HD 181433 b,,Otra misión/Terrestre,914,3,0.0927415433660389,0.2528851315083198,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.017365106279900684,0.05120246570585174,0.3100082372322899,0.3020833333333335,0.47916666666666663,7,0,2,1
HD 181433,c,Radial Velocity,3,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,291.289856,-66.468796,26.15,8.4,V (Johnson),4962.0,0.78,0.98,,HD 181433 c,,Otra misión/Terrestre,914,3,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.017365106279900684,0.05120246570585174,0.3100082372322899,0.3020833333333335,0.47916666666666663,7,1,2,1
HD 181433,d,Radial Velocity,3,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,291.289856,-66.468796,26.15,8.4,V (Johnson),4962.0,0.78,0.98,,HD 181433 d,,Otra misión/Terrestre,914,3,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.017365106279900684,0.05120246570585174,0.3100082372322899,0.3020833333333335,0.47916666666666663,7,2,2,1
HD 181720,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,290.720764,-32.919056,55.93,7.849,V (Johnson),5781.0,0.92,1.39,,HD 181720 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.039907951311088236,0.003364299357527356,0.5798599670510709,0.44791666666666674,0.7638888888888888,7,0,2,1
HD 183263,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,292.102386,8.358054,52.83,7.861,V (Johnson),5936.0,1.17,0.98,,HD 183263 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03756131532731787,0.00440614690050356,0.6309308072487645,0.7083333333333333,0.47916666666666663,7,0,2,1
HD 183263,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,292.102386,8.358054,52.83,7.861,V (Johnson),5936.0,1.17,0.98,,HD 183263 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03756131532731787,0.00440614690050356,0.6309308072487645,0.7083333333333333,0.47916666666666663,7,1,2,1
HD 185269,b,Radial Velocity,1,6.838,0.077,0.1065,1.0150000000000001,Msini,0.203,0,0,0,294.29892,28.499865,47.37,13.971,Kepler-band,5980.0,1.28,1.73,,HD 185269 b,,Otra misión/Terrestre,914,1,0.06740433195986627,0.23678207192699938,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.033428208078483616,0.5348801875325576,0.6454283360790773,0.8229166666666665,1.0,7,0,2,0
HD 187085,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,297.391541,-37.780552,44.98,7.81025,V (Johnson),6075.0,1.22,0.98,,HD 187085 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03161902743293163,0.0,0.6767298187808894,0.7604166666666665,0.47916666666666663,7,0,2,1
HD 187123,b,Radial Velocity,2,3.0965828,0.0426,0.1065,1.0150000000000001,Msini,0.203,0,0,0,296.742126,34.419525,47.92,7.832,V (Johnson),5830.0,1.0,0.98,,HD 187123 b,,Otra misión/Terrestre,914,2,0.030028201945636705,0.05213365539452494,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03384454672076546,0.0018883486716443354,0.5960049423393738,0.53125,0.47916666666666663,7,0,2,1
HD 187123,c,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,296.742126,34.419525,47.92,7.832,V (Johnson),5830.0,1.0,0.98,,HD 187123 c,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03384454672076546,0.0018883486716443354,0.5960049423393738,0.53125,0.47916666666666663,7,1,2,1
HD 18742,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,45.044407,-20.802603,127.88,7.97,V (Johnson),5048.0,1.4500000000000002,1.73,,HD 18742 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.09437261551504875,0.013869595415870739,0.33834431630971995,1.0,1.0,7,0,2,1
HD 188015,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,298.018921,28.100376,52.63,8.234,V (Johnson),5746.0,1.09,0.98,,HD 188015 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.0374099194573972,0.03679024136134745,0.5683278418451401,0.625,0.47916666666666663,7,0,2,1
HD 189733,b,Radial Velocity,1,2.2185752,0.122,0.1065,1.0150000000000001,Mass,0.203,0,0,0,300.182129,22.710854,19.25,7.81025,V (Johnson),4875.0,0.85,0.81,,HD 189733 b,,Otra misión/Terrestre,914,1,0.02125705335224229,0.47832796564680613,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.01214194876763762,0.0,0.28134266886326187,0.375,0.36111111111111116,7,0,0,1
HD 190360,b,Radial Velocity,2,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,300.905853,29.896805,15.89,7.81025,V (Johnson),5590.0,0.96,1.13,,HD 190360 b,,Otra misión/Terrestre,914,2,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009598498152970387,0.0,0.5169275123558483,0.48958333333333326,0.5833333333333333,7,0,2,1
HD 190360,c,Radial Velocity,2,17.111,0.1304,0.1065,1.0150000000000001,Msini,0.203,0,0,0,300.905853,29.896805,15.89,7.81025,V (Johnson),5590.0,0.96,1.13,,HD 190360 c,,Otra misión/Terrestre,914,2,0.1700298781395814,0.5234165324745033,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.009598498152970387,0.0,0.5169275123558483,0.48958333333333326,0.5833333333333333,7,1,2,1
HD 190647,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,301.83197,-35.538631,54.23,7.81025,V (Johnson),5628.0,1.1,0.98,,HD 190647 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.03862108641676255,0.0,0.5294481054365734,0.6354166666666667,0.47916666666666663,7,0,2,1
HD 190984,b,Radial Velocity,1,100.19248779,0.21918750000000004,0.1065,1.0150000000000001,Msini,0.203,0,0,0,302.877991,-64.620468,189.39,8.76,V (Johnson),5988.0,0.91,1.53,,HD 190984 b,,Otra misión/Terrestre,914,1,1.0,1.0,0.0,0.0,0.45012787723785175,0.0020839577727010212,0.14093441530915035,0.08245789199513798,0.6480642504118617,0.4375000000000001,0.8611111111111112,7,0,2,1
